Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Canceled Rides by Customer,Reason for Canceling by Customer,Canceled Rides by Driver,Reason for Canceling by Driver,Incomplete Rides,Incomplete Rides Reason,Ride Distance,Driver Ratings,Customer Rating,Booking Value
2025-02-28,15:53:00,CNR4045191510,Success,CUST48649,Bike,CV Raman Nagar,Electronic City,10.8451201993746,5.42711204437216,0,,0,,0,,25.5336441413549,3.3,3.6,293
2025-02-20,04:45:00,CNR9750099238,Customer Canceled,CUST45852,eBike,Kalyan Nagar,Marathahalli,,,1,,0,,0,,,,,
2025-02-23,21:16:00,CNR7114029418,Customer Canceled,CUST56430,eBike,Chikbanavara,Malleshwaram,,,1,Change of plans,0,,0,,,,,
2025-02-09,01:49:00,CNR9948606813,Success,CUST50001,Prime Plus,Shantinagar,Banashankari,8.63795850514793,6.75178217252091,0,,0,,0,,5.90946933962777,4.6,3.6,342
2025-02-01,22:33:00,CNR8765979835,Success,CUST69766,Prime SUV,Indiranagar,HSR Layout,2.71788427028146,10.7039367306603,0,,0,,0,,11.1511894502899,3.8,3.9,369
2025-02-09,10:57:00,CNR4541261305,Success,CUST39734,Prime Plus,Brookefield,Jayanagar,7.94378478185637,2.58040112580945,0,,0,,0,,18.7939363549185,4.2,5,305
2025-02-26,11:22:00,CNR1784386000,Success,CUST14954,Mini,Bommanahalli,Vidyaranyapura,7.90733382156026,18.5972784479373,0,,0,,0,,21.8246356688511,4.7,3.3,797
2025-02-08,03:47:00,CNR2549285162,Driver Canceled,CUST73894,Mini,KR Puram,Hebbal,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-28,21:12:00,CNR8374446451,Customer Canceled,CUST37182,Prime Plus,MG Road,Bannerghatta,,,1,Wrong Address,0,,0,,,,,
2025-02-12,21:10:00,CNR4363557557,Driver Canceled,CUST98792,Auto,Yelahanka,Indiranagar,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-19,02:34:00,CNR7414963768,Incomplete,CUST68022,Prime Sedan,Domlur,Rajajinagar,,,0,,0,,1,Customer Demand,,,,
2025-02-11,11:25:00,CNR4980909627,Driver Canceled,CUST47748,Prime Sedan,Malleshwaram,Bagmane Tech Park,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-02,10:56:00,CNR8772547899,Success,CUST49683,Bike,Brookefield,JP Nagar,7.55544103147467,17.6702823626226,0,,0,,0,,25.88036747352,4,3.6,376
2025-02-28,03:00:00,CNR7421737930,Success,CUST79385,Bike,JP Nagar,Electronic City,13.8593587009994,8.34754166973928,0,,0,,0,,17.2777399478602,3.8,4.6,1073
2025-02-18,19:28:00,CNR2058335108,Success,CUST44711,Prime Plus,Girinagar,Basaveshwaranagar,7.30215186412373,13.5872073404593,0,,0,,0,,16.5090392116925,4.9,3.9,155
2025-02-14,11:30:00,CNR3656868312,Customer Canceled,CUST78426,Mini,RT Nagar,Hebbal,,,1,Driver asked to cancel,0,,0,,,,,
2025-02-08,11:07:00,CNR3227911527,Driver Canceled,CUST15496,Prime SUV,Nagavara,Benson Town,,,0,,1,Customer related issue,0,,,,,
2025-02-01,11:00:00,CNR7415297506,Incomplete,CUST45998,Prime SUV,Bellandur,MG Road,,,0,,0,,1,Other Issue,,,,
2025-02-08,07:23:00,CNR5096446374,Success,CUST56531,Prime SUV,Jakkur,Banashankari,5.19088705285782,18.1521386949988,0,,0,,0,,25.4676717979625,3.2,3.3,251
2025-02-27,07:31:00,CNR8798138436,Driver Canceled,CUST18147,Prime Plus,Jakkur,Bannerghatta,,,0,,1,,0,,,,,
2025-02-26,16:14:00,CNR9128730199,Success,CUST51712,eBike,Basaveshwaranagar,Vidyaranyapura,3.05971183729128,7.37952395737302,0,,0,,0,,21.2902475813565,4.5,4.4,403
2025-02-09,21:20:00,CNR5158699469,Success,CUST12395,eBike,Vidyaranyapura,KR Puram,8.55567947827753,5.14563024251054,0,,0,,0,,5.74704238830991,4.6,3.3,470
2025-02-19,02:03:00,CNR9743261327,Success,CUST73244,Prime SUV,Sarjapur,Jayanagar,13.2440536931784,3.64374780412212,0,,0,,0,,24.948312790835,4.5,4.1,417
2025-02-22,13:14:00,CNR7071161042,Driver Canceled,CUST18094,Prime SUV,KR Puram,Kaggadasapura,,,0,,1,Customer related issue,0,,,,,
2025-02-22,20:09:00,CNR5968519896,Success,CUST71390,Mini,Bagmane Tech Park,Banashankari,14.2109098234972,9.42952884006802,0,,0,,0,,2.89138908374012,4.1,3.5,1046
2025-02-23,21:53:00,CNR6336718601,Success,CUST20568,Bike,Basavanagudi,Electronic City,12.9157681424126,17.3714128755716,0,,0,,0,,15.2674263849812,3.7,3.3,312
2025-02-04,17:54:00,CNR3055386280,Driver Canceled,CUST83296,Prime SUV,Benson Town,Brookefield,,,0,,1,More than permitted people in there,0,,,,,
2025-02-16,17:27:00,CNR7051138177,Success,CUST19035,Mini,Domlur,Kanakapura Road,10.0258272016341,15.6063878383823,0,,0,,0,,3.06296863896882,4.2,3.1,185
2025-02-10,21:46:00,CNR8917111322,Driver Canceled,CUST53848,Mini,Kanakapura Road,JP Nagar,,,0,,1,,0,,,,,
2025-02-16,19:03:00,CNR4271864063,Success,CUST55812,Auto,MG Road,Jayanagar,14.5780615505048,18.4103795028447,0,,0,,0,,19.9350144713754,3.6,4.8,136
2025-02-22,04:59:00,CNR6296480020,Success,CUST28317,Bike,Ulsoor,Rajajinagar,9.59851766126528,5.79237696401819,0,,0,,0,,20.2387449779635,4.6,3.7,332
2025-02-17,14:06:00,CNR1338945041,Success,CUST42164,Auto,Whitefield,Hoodi,10.427320739051,4.06637564213117,0,,0,,0,,19.3359992921148,4.9,4.2,1211
2025-02-09,21:34:00,CNR9507070753,Success,CUST92643,Bike,Electronic City,Sadashivanagar,8.70798530747616,4.73890000950889,0,,0,,0,,11.4114344143105,3.2,4.6,1004
2025-02-03,21:54:00,CNR3059793485,Success,CUST31297,Bike,JP Nagar,Hebbal,9.42284365616794,16.4353267250041,0,,0,,0,,21.2272773233805,4.4,4.9,1861
2025-02-12,10:50:00,CNR8310524634,Success,CUST51797,Mini,Ulsoor,Fraser Town,4.11026432168962,3.71270450893538,0,,0,,0,,13.2260971956311,3.1,3.3,458
2025-02-06,11:52:00,CNR4789708281,Driver Canceled,CUST69894,Mini,Kammanahalli,Vijayanagar,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-17,08:45:00,CNR9979664769,Success,CUST11414,Prime SUV,Basaveshwaranagar,Ramamurthy Nagar,4.20048669972641,10.8674630184442,0,,0,,0,,7.95752584875602,4.6,3.2,277
2025-02-08,20:52:00,CNR3356821298,Success,CUST47961,Prime Plus,Malleshwaram,Nagavara,7.82764635116646,13.1454909729989,0,,0,,0,,4.29920085277849,3.8,4,497
2025-02-09,14:42:00,CNR1192082847,Success,CUST26010,Auto,Varthur,Yelahanka,9.41096965584805,6.04592691842309,0,,0,,0,,11.1279635993136,3.7,4.5,166
2025-02-01,11:03:00,CNR7740931413,Driver Canceled,CUST88962,Prime Plus,Hebbal,Basavanagudi,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-08,22:07:00,CNR3453229886,Success,CUST84503,Bike,Banashankari,Rajajinagar,11.3451164509514,12.8632497894775,0,,0,,0,,26.5291167634753,5,4.3,228
2025-02-12,12:20:00,CNR8403597512,Success,CUST75312,Prime Plus,Sarjapur,Hennur,12.4406834899774,7.89169632129765,0,,0,,0,,2.18334687732715,4,5,298
2025-02-27,14:36:00,CNR5379222371,Success,CUST68636,eBike,Fraser Town,CV Raman Nagar,9.62474192881171,2.17920546153043,0,,0,,0,,4.63594396512446,4.6,4.3,1413
2025-02-02,11:54:00,CNR4770663533,Success,CUST79119,Auto,Ramamurthy Nagar,Mahadevapura,9.44940802577845,2.14566220248381,0,,0,,0,,24.4831095772344,3.1,3.8,313
2025-02-14,14:12:00,CNR9094859927,Success,CUST99150,Mini,Richmond Town,Rajajinagar,9.07190513409797,15.1357498083956,0,,0,,0,,14.7527971029594,3.8,4.3,234
2025-02-14,07:13:00,CNR4474421058,Success,CUST71761,Prime Plus,Malleshwaram,RT Nagar,7.02221820278843,7.5696038327153,0,,0,,0,,29.3104619276512,4.1,4.3,709
2025-02-09,04:33:00,CNR1814320856,Success,CUST64139,Prime SUV,Marathahalli,Domlur,6.87124052753589,10.9087792728385,0,,0,,0,,12.5521787517523,3,4.3,275
2025-02-11,15:49:00,CNR1416132835,Driver Canceled,CUST61861,Bike,Girinagar,Kalyan Nagar,,,0,,1,,0,,,,,
2025-02-02,16:48:00,CNR2943612248,Driver Canceled,CUST85048,Prime Plus,Marathahalli,Kalyan Nagar,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-24,09:46:00,CNR7173436150,Success,CUST42006,Prime Sedan,Arekere,Basaveshwaranagar,10.8924955317039,8.06834404245161,0,,0,,0,,12.3734283219461,3.9,3.1,427
2025-02-10,09:10:00,CNR1539787501,Driver Canceled,CUST64203,eBike,Koramangala,Shantinagar,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-16,02:09:00,CNR2342851414,Success,CUST50156,eBike,Vidyaranyapura,Bagmane Tech Park,13.2240568444784,4.2800463556924,0,,0,,0,,16.0404933234704,4,3.8,233
2025-02-12,08:13:00,CNR6380321710,Success,CUST68657,Prime SUV,Bannerghatta,Brookefield,7.54525030819712,18.8216513495455,0,,0,,0,,27.5788905215067,3.7,3.4,323
2025-02-28,18:52:00,CNR4710858952,Success,CUST10540,Bike,Marathahalli,Basavanagudi,2.08344536840664,16.9662925600526,0,,0,,0,,16.6029633444954,4.2,3.8,104
2025-02-10,18:02:00,CNR9389991245,Driver Canceled,CUST27374,Mini,Jakkur,Brookefield,,,0,,1,Customer related issue,0,,,,,
2025-02-16,17:29:00,CNR1218807435,Customer Canceled,CUST83748,Mini,Bannerghatta,Hulimavu,,,1,,0,,0,,,,,
2025-02-07,15:34:00,CNR3845982439,Success,CUST84425,Prime Plus,Benson Town,Bagmane Tech Park,13.081589062283,16.1383468864163,0,,0,,0,,12.8800439318076,4.2,4.1,593
2025-02-28,10:59:00,CNR9518424825,Success,CUST30070,eBike,Girinagar,HSR Layout,2.82802296645895,2.02698855818732,0,,0,,0,,15.9562910605544,4.3,4.5,440
2025-02-12,04:05:00,CNR9864237909,Customer Canceled,CUST93844,Prime Plus,Jayanagar,Domlur,,,1,AC is not working,0,,0,,,,,
2025-02-03,01:34:00,CNR6003161859,Customer Canceled,CUST99461,Prime Plus,Rajajinagar,Girinagar,,,1,,0,,0,,,,,
2025-02-06,16:32:00,CNR2995896960,Driver Canceled,CUST61200,Auto,Banashankari,Arekere,,,0,,1,More than permitted people in there,0,,,,,
2025-02-12,18:41:00,CNR5333138789,Success,CUST47247,Auto,Domlur,Whitefield,2.38704076079121,5.7143711604514,0,,0,,0,,16.3158995322206,3.2,3.8,323
2025-02-24,03:14:00,CNR8327888736,Success,CUST11122,eBike,Vidyaranyapura,Hoodi,3.22138020561219,13.8787727300448,0,,0,,0,,27.0316216043301,3.6,4.8,447
2025-02-04,02:46:00,CNR2116746080,Success,CUST51658,Prime Plus,Rajajinagar,Basaveshwaranagar,4.79375992455132,13.6214907746317,0,,0,,0,,15.9773834793401,4.4,4.2,961
2025-02-01,01:13:00,CNR2558129279,Success,CUST49548,eBike,Banashankari,Bommanahalli,6.50144788884177,11.932038148853,0,,0,,0,,19.657463771658,3.7,3.4,182
2025-02-22,00:59:00,CNR4618535658,Incomplete,CUST93028,Prime SUV,Whitefield,Vidyaranyapura,,,0,,0,,1,Customer Demand,,,,
2025-02-21,12:50:00,CNR2409699807,Success,CUST92656,Mini,Hulimavu,HSR Layout,5.2759377892789,9.89350921966834,0,,0,,0,,18.5260838542842,4.9,3.4,1588
2025-02-18,21:42:00,CNR2239974134,Success,CUST44841,Mini,CV Raman Nagar,Kanakapura Road,6.68506859673813,7.72681644857072,0,,0,,0,,14.5339435549942,4.5,4.5,481
2025-02-05,22:09:00,CNR7683401560,Success,CUST56352,Bike,Kanakapura Road,Sarjapur,14.5040320803373,18.8306791352564,0,,0,,0,,11.316990013625,4.4,3.8,1741
2025-02-27,22:01:00,CNR4260294697,Success,CUST10693,Prime Sedan,Bommanahalli,Jakkur,6.14832172256488,4.52783245061493,0,,0,,0,,20.8598781795308,4.6,4.4,631
2025-02-08,03:11:00,CNR6526751166,Customer Canceled,CUST57914,eBike,Sarjapur,KR Puram,,,1,,0,,0,,,,,
2025-02-13,23:56:00,CNR7289966318,Success,CUST23242,Bike,Koramangala,Mahadevapura,13.9820237588388,11.7252882811105,0,,0,,0,,29.9332864795578,3.1,3.1,1494
2025-02-20,03:44:00,CNR3280065117,Driver Canceled,CUST84425,Prime Plus,Hennur,Sadashivanagar,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-06,17:49:00,CNR7185240163,Success,CUST15587,Mini,JP Nagar,Ramamurthy Nagar,3.01231745050234,15.6591917270613,0,,0,,0,,17.4057328926792,3.6,4.5,114
2025-02-12,15:09:00,CNR7418998158,Success,CUST42532,Prime Plus,Brookefield,Chikbanavara,12.2683744102574,12.7503498251948,0,,0,,0,,25.3023949859135,3.6,4.5,285
2025-02-27,21:08:00,CNR9623173809,Success,CUST81519,Prime Plus,Sarjapur,Indiranagar,11.9845186042727,12.9716853910708,0,,0,,0,,19.374253198112,4.4,3.3,1491
2025-02-08,04:21:00,CNR1317427753,Driver Canceled,CUST19398,Prime Sedan,Kalyan Nagar,Hebbal,,,0,,1,,0,,,,,
2025-02-01,19:03:00,CNR6277376085,Incomplete,CUST56496,Mini,Basaveshwaranagar,Ramamurthy Nagar,,,0,,0,,1,Other Issue,,,,
2025-02-02,14:28:00,CNR4194102922,Success,CUST81631,Mini,Ramamurthy Nagar,Shantinagar,5.83179407070745,10.2813124013856,0,,0,,0,,23.8403194635361,3.7,3.5,1233
2025-02-03,08:06:00,CNR4630860298,Success,CUST60330,Bike,Bommanahalli,Basavanagudi,11.9482288868213,2.97455031146651,0,,0,,0,,18.2891880858009,4.8,3.4,210
2025-02-12,23:35:00,CNR4875574047,Driver Canceled,CUST69047,Prime Plus,MG Road,Banashankari,,,0,,1,Customer related issue,0,,,,,
2025-02-06,11:13:00,CNR2435123619,Success,CUST76135,Auto,Benson Town,Whitefield,13.7467782026681,5.28634488661933,0,,0,,0,,15.4103285794915,3.6,3.8,351
2025-02-06,05:15:00,CNR3583345634,Success,CUST41183,eBike,Hebbal,MG Road,4.52450955510644,12.4025881844019,0,,0,,0,,12.6091824268795,3.9,3.4,984
2025-02-15,07:27:00,CNR6732523298,Driver Canceled,CUST18091,Prime Plus,CV Raman Nagar,Sarjapur,,,0,,1,Customer related issue,0,,,,,
2025-02-25,17:05:00,CNR3365835989,Success,CUST68510,Prime SUV,Kanakapura Road,Hennur,12.6638749057677,13.9119892252512,0,,0,,0,,7.79946765649187,4,4.1,1639
2025-02-18,21:00:00,CNR4911165765,Driver Canceled,CUST48219,Bike,Jakkur,Ulsoor,,,0,,1,More than permitted people in there,0,,,,,
2025-02-10,13:24:00,CNR9724122291,Success,CUST43964,Auto,Banashankari,CV Raman Nagar,8.56003547550257,11.1039806586361,0,,0,,0,,27.3632890757705,3.6,3.1,281
2025-02-23,22:42:00,CNR3890287723,Success,CUST84767,Bike,Domlur,Whitefield,3.84935357195854,8.18466610086994,0,,0,,0,,4.14489552299724,3.4,4.9,451
2025-02-22,00:12:00,CNR4264345619,Success,CUST86832,eBike,RT Nagar,Bellandur,6.60147449744969,8.28042546158101,0,,0,,0,,29.104157104644,3.1,4.6,1346
2025-02-06,15:13:00,CNR8961249028,Driver Canceled,CUST46162,Prime SUV,Kanakapura Road,HSR Layout,,,0,,1,Customer related issue,0,,,,,
2025-02-26,08:56:00,CNR7693357307,Driver Canceled,CUST52042,Prime Sedan,Sadashivanagar,Bommanahalli,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-14,01:31:00,CNR3192297406,Success,CUST10897,Prime SUV,Kammanahalli,Marathahalli,7.96200035578772,4.75889786381171,0,,0,,0,,17.4317284118519,3.7,3.1,360
2025-02-16,01:08:00,CNR3871891107,Success,CUST46851,Prime SUV,Basavanagudi,JP Nagar,4.83506558667392,17.6667588094289,0,,0,,0,,26.5368433533651,4.1,3.1,424
2025-02-12,13:13:00,CNR9943064011,Incomplete,CUST84998,Prime Sedan,RT Nagar,Ulsoor,,,0,,0,,1,,,,,
2025-02-24,13:59:00,CNR4734760328,Success,CUST70098,eBike,Basaveshwaranagar,Benson Town,11.5217564228593,18.5519653887831,0,,0,,0,,7.96230519745263,3.9,4.1,186
2025-02-02,17:00:00,CNR7872103432,Success,CUST34979,eBike,Rajajinagar,Ramamurthy Nagar,13.6512601602276,12.3105385455917,0,,0,,0,,26.3442420698193,3.6,4.5,474
2025-02-21,22:14:00,CNR5402975576,Success,CUST21127,Prime Sedan,Yelahanka,Bellandur,2.87021392284004,11.5569086510112,0,,0,,0,,10.9349686740742,3.8,4.1,224
2025-02-06,23:13:00,CNR1003147720,Driver Canceled,CUST28956,Auto,Whitefield,Koramangala,,,0,,1,,0,,,,,
2025-02-03,07:08:00,CNR7547506098,Success,CUST87366,Mini,Bannerghatta,Hennur,13.71585670894,6.8531803706227,0,,0,,0,,10.7895596559063,3.6,4.9,1847
2025-02-17,14:29:00,CNR1906628714,Success,CUST93913,Mini,Vidyaranyapura,Bannerghatta,5.85689524009469,15.3900781641848,0,,0,,0,,5.87468468702578,4.3,4.2,1638
2025-02-12,13:20:00,CNR4334738605,Customer Canceled,CUST54816,Prime Sedan,Yelahanka,Girinagar,,,1,,0,,0,,,,,
2025-02-01,10:57:00,CNR4921522524,Success,CUST50128,Mini,Jakkur,Arekere,10.71147992992,5.1548929584066,0,,0,,0,,26.7455767590144,3.1,4.9,322
2025-02-01,21:52:00,CNR7103362879,Driver Canceled,CUST15824,eBike,Arekere,Vidyaranyapura,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-16,13:15:00,CNR1244026813,Success,CUST66333,Mini,Nagavara,Koramangala,3.18316066683071,10.1661943434648,0,,0,,0,,8.86040167265394,4.3,4.9,1524
2025-02-04,06:51:00,CNR4549619506,Driver Canceled,CUST75090,Bike,Hoodi,Ulsoor,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-10,11:36:00,CNR2733556089,Success,CUST85288,Auto,Basaveshwaranagar,Koramangala,14.3855529893648,8.87687515318837,0,,0,,0,,24.3584112153637,4.9,3.8,1503
2025-02-15,08:38:00,CNR9406427424,Success,CUST69903,Prime Sedan,CV Raman Nagar,Kanakapura Road,4.0777101595641,10.653111689104,0,,0,,0,,28.2033126956366,3.5,4.5,285
2025-02-04,15:23:00,CNR8220055758,Driver Canceled,CUST62487,Bike,Koramangala,CV Raman Nagar,,,0,,1,Customer related issue,0,,,,,
2025-02-04,12:50:00,CNR9142550451,Driver Canceled,CUST49121,Mini,Bommanahalli,Nagavara,,,0,,1,More than permitted people in there,0,,,,,
2025-02-22,04:24:00,CNR8889878404,Success,CUST42998,Mini,Kaggadasapura,Rajajinagar,12.6653670095729,7.16972205742223,0,,0,,0,,27.2227426527055,3.2,5,170
2025-02-28,21:42:00,CNR3716023293,Success,CUST36172,Bike,Nagavara,Kammanahalli,6.92725857655322,9.82458106088266,0,,0,,0,,12.669576947878,3.7,4.3,492
2025-02-02,13:05:00,CNR3723777717,Success,CUST74386,Bike,Koramangala,Koramangala,3.72662223577236,3.61120502927669,0,,0,,0,,22.8420063163657,3.4,3.6,320
2025-02-25,05:14:00,CNR7083712963,Success,CUST39576,Auto,Bannerghatta,CV Raman Nagar,12.0484803859513,4.84411030933239,0,,0,,0,,5.54493926655376,3.2,4.1,1437
2025-02-27,20:28:00,CNR1266939324,Driver Canceled,CUST81789,Prime Sedan,Bannerghatta,Hoodi,,,0,,1,More than permitted people in there,0,,,,,
2025-02-18,14:33:00,CNR3764958444,Success,CUST22929,Mini,Hoodi,Hebbal,10.3910785324148,18.9363772738504,0,,0,,0,,25.4887099235477,4.3,4.5,443
2025-02-05,06:28:00,CNR6028932754,Driver Canceled,CUST36088,Prime Plus,Sadashivanagar,Banashankari,,,0,,1,,0,,,,,
2025-02-01,20:28:00,CNR1324017141,Success,CUST46221,eBike,RT Nagar,Vidyaranyapura,2.01255037698588,14.0845627759343,0,,0,,0,,9.91423483834422,4.3,3.3,298
2025-02-05,02:30:00,CNR8690137064,Success,CUST26481,Mini,RT Nagar,Koramangala,7.60040254944863,18.0240260900374,0,,0,,0,,10.652493593591,4.6,3.2,492
2025-02-24,12:34:00,CNR6088081941,Success,CUST67959,Mini,Girinagar,Benson Town,14.1161865767763,6.52883352494378,0,,0,,0,,26.9775470540143,4.2,3.3,226
2025-02-01,09:15:00,CNR9188981020,Success,CUST87510,Prime Sedan,Indiranagar,Vijayanagar,3.25302814017431,18.2969658414488,0,,0,,0,,7.83124787123604,3.4,3.6,454
2025-02-18,18:45:00,CNR1997478570,Success,CUST99371,Mini,Marathahalli,Electronic City,11.4238289133828,5.13181127633222,0,,0,,0,,21.1561109999883,3,4.5,1184
2025-02-17,22:29:00,CNR5791199817,Success,CUST73718,eBike,Vijayanagar,Bannerghatta,2.66622475609719,18.0842713040437,0,,0,,0,,3.17287956469572,3.4,3.7,1461
2025-02-10,17:25:00,CNR4558340328,Success,CUST55854,eBike,Kalyan Nagar,Jayanagar,6.47963361315813,17.9119256151145,0,,0,,0,,10.1089739791932,4.5,4.3,385
2025-02-10,12:13:00,CNR3301405851,Driver Canceled,CUST49278,Prime SUV,RT Nagar,Basaveshwaranagar,,,0,,1,Customer related issue,0,,,,,
2025-02-22,20:10:00,CNR6986362048,Driver Canceled,CUST47329,Auto,Kammanahalli,Ulsoor,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-07,19:09:00,CNR6648800587,Driver Canceled,CUST57569,Auto,Hennur,Ramamurthy Nagar,,,0,,1,More than permitted people in there,0,,,,,
2025-02-22,14:26:00,CNR8315977347,Success,CUST62509,Auto,Bagmane Tech Park,Ramamurthy Nagar,9.73065820897415,7.93238930958377,0,,0,,0,,5.63187371807668,3.6,3,152
2025-02-14,02:26:00,CNR1345846500,Success,CUST77799,eBike,Marathahalli,Jakkur,4.6794578545486,13.8232398959751,0,,0,,0,,11.0690195662033,4.2,3.4,365
2025-02-27,04:22:00,CNR2047489132,Driver Canceled,CUST57743,Auto,BTM Layout,Jakkur,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-04,00:16:00,CNR1820335734,Success,CUST49080,Mini,Vijayanagar,Ramamurthy Nagar,7.55434160659224,16.5544019402412,0,,0,,0,,5.79060886462005,3.8,4.1,317
2025-02-17,00:11:00,CNR7391642762,Driver Canceled,CUST85561,Prime Sedan,Malleshwaram,Bommanahalli,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-23,16:02:00,CNR8225142756,Success,CUST19284,Bike,Fraser Town,Basaveshwaranagar,14.4313474938356,8.68019460564625,0,,0,,0,,17.1597051549063,4.6,3.6,148
2025-02-08,03:29:00,CNR5820594102,Success,CUST24671,Prime Plus,Ulsoor,Bommanahalli,8.25388012748096,16.0362715904094,0,,0,,0,,22.794376260505,3.6,4.6,256
2025-02-02,12:36:00,CNR1596958731,Customer Canceled,CUST32541,Auto,Bommanahalli,Hennur,,,1,AC is not working,0,,0,,,,,
2025-02-28,16:44:00,CNR1482689692,Success,CUST39011,Prime SUV,Sarjapur,Bellandur,4.82257790069488,13.670853280251,0,,0,,0,,6.28225143149436,4.5,4,226
2025-02-26,20:20:00,CNR4812348786,Incomplete,CUST49724,Auto,Domlur,CV Raman Nagar,,,0,,0,,1,Vehicle Breakdown,,,,
2025-02-27,15:23:00,CNR3541028403,Success,CUST50643,Bike,Bommanahalli,Kammanahalli,11.3974975169749,12.0575447397447,0,,0,,0,,14.885320530043,3.1,3.3,100
2025-02-08,07:35:00,CNR8045070086,Success,CUST85531,eBike,BTM Layout,KR Puram,13.8894583777877,16.7023019573157,0,,0,,0,,24.1539290117556,3.3,4.3,127
2025-02-21,00:04:00,CNR3735574289,Driver Canceled,CUST21215,Bike,Bannerghatta,Kanakapura Road,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-01,01:26:00,CNR1689436062,Success,CUST13540,Bike,JP Nagar,Kalyan Nagar,14.5333433021036,14.5885877433988,0,,0,,0,,23.5780364171157,4.5,5,400
2025-02-18,15:02:00,CNR9917750163,Driver Canceled,CUST32581,Prime SUV,Fraser Town,Sarjapur,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-18,19:58:00,CNR1512841915,Success,CUST64748,Prime SUV,Sarjapur,HSR Layout,4.54697409171901,9.35740122228578,0,,0,,0,,3.04389844701773,3.3,5,270
2025-02-04,10:32:00,CNR3673307819,Driver Canceled,CUST36864,Bike,Bellandur,Marathahalli,,,0,,1,,0,,,,,
2025-02-21,21:49:00,CNR7384485329,Success,CUST82258,Mini,Marathahalli,Ulsoor,3.54877544899167,3.50544157520911,0,,0,,0,,26.591515605144,4.9,4.9,159
2025-02-06,12:16:00,CNR5025375286,Driver Canceled,CUST42680,Prime Sedan,CV Raman Nagar,Varthur,,,0,,1,More than permitted people in there,0,,,,,
2025-02-07,16:00:00,CNR1599678051,Driver Canceled,CUST86581,eBike,Bannerghatta,Koramangala,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-10,14:29:00,CNR6602134528,Success,CUST92329,Bike,Basavanagudi,Sadashivanagar,9.8523832729315,9.4266415207336,0,,0,,0,,10.5467989836714,4.7,3.9,385
2025-02-19,20:54:00,CNR3872746348,Driver Canceled,CUST85850,Prime Plus,Marathahalli,Kanakapura Road,,,0,,1,Customer related issue,0,,,,,
2025-02-17,16:51:00,CNR2397758683,Success,CUST75427,Mini,Domlur,Koramangala,9.69537265872826,2.27423156673679,0,,0,,0,,2.63306443855413,4.3,4.3,226
2025-02-01,03:16:00,CNR5304121072,Success,CUST91579,Auto,Benson Town,JP Nagar,9.38039319690878,15.5419711127019,0,,0,,0,,3.53660043772974,3.2,4.2,122
2025-02-14,06:15:00,CNR6815645466,Success,CUST14712,Auto,Girinagar,Yelahanka,6.57659891218496,11.1661361708997,0,,0,,0,,19.4084971770205,4.4,4.1,192
2025-02-18,23:45:00,CNR1570508698,Incomplete,CUST52184,Prime Plus,Sadashivanagar,Sarjapur,,,0,,0,,1,Vehicle Breakdown,,,,
2025-02-26,02:42:00,CNR7135228654,Incomplete,CUST69230,eBike,Varthur,KR Puram,,,0,,0,,1,Vehicle Breakdown,,,,
2025-02-01,06:46:00,CNR9387856978,Driver Canceled,CUST33155,Auto,Marathahalli,Benson Town,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-15,11:27:00,CNR7527039392,Success,CUST35885,Bike,Girinagar,Hulimavu,5.28061291982506,6.0912750426228,0,,0,,0,,23.9112220274529,4.2,3.3,241
2025-02-15,20:35:00,CNR2059898112,Success,CUST60857,Prime Sedan,Bellandur,Sarjapur,11.846359018665,9.66169020259135,0,,0,,0,,7.22213646507502,4.3,3.1,110
2025-02-19,10:06:00,CNR7106915708,Driver Canceled,CUST93177,eBike,Bommanahalli,Bannerghatta,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-01,05:22:00,CNR8881165988,Incomplete,CUST57758,Prime SUV,Hennur,Vidyaranyapura,,,0,,0,,1,Other Issue,,,,
2025-02-23,00:42:00,CNR7359442749,Driver Canceled,CUST51015,Prime SUV,Basavanagudi,Malleshwaram,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-10,05:39:00,CNR7178415532,Driver Canceled,CUST18484,Prime Plus,Basaveshwaranagar,Ramamurthy Nagar,,,0,,1,Customer related issue,0,,,,,
